zip,Median_Income_2000,Median_Income_2014,Median_Rent_2000,Median_Rent_2014,Total_Pop_2000,Total_Pop_2014,White_Pop_2000,White_Pop_2014,Outcome
90731,"$35,910","$49,786",$685,"$1,125",58622,62348,58.7%,67.9%,
93461,"$35,903","$59,738",$725,"$1,171",1254,1661,73.0%,87.2%,
95503,"$35,899","$48,681",$605,$956,23557,24900,86.8%,83.0%,
90262,"$35,846","$42,057",$629,"$1,046",69830,70650,33.7%,40.6%,
95206,"$35,835","$42,404",$507,"$1,092",49649,65324,27.2%,35.5%,
95691,"$35,811","$65,769",$551,"$1,037",19040,35929,69.4%,64.3%,
95240,"$35,749","$40,021",$574,$918,45747,47297,69.9%,69.7%,
92549,"$35,746","$60,625",$632,"$1,124",3583,2652,91.7%,95.0%,
95374,"$35,746","$44,000",$645,$985,1943,1847,75.8%,76.1%,
90280,"$35,744","$43,526",$620,$993,96260,95515,41.6%,48.9%,
91768,"$35,733","$47,177",$607,"$1,057",36047,36454,45.5%,43.1%,
94590,"$35,699","$40,826",$665,"$1,039",37214,34859,42.7%,52.6%,
92004,"$35,648","$36,500",$554,$987,2856,2624,80.8%,88.1%,
92372,"$35,551","$43,036",$582,"$1,145",4262,5929,89.6%,96.9%,
95528,"$35,529","$44,554",$554,"$1,152",1068,1273,90.0%,90.6%,
95822,"$35,485","$44,392",$606,"$1,013",44678,42907,39.0%,50.5%,
93644,"$35,455","$44,223",$644,"$1,066",8520,7434,89.4%,93.5%,
95821,"$35,453","$38,777",$545,$826,35408,34439,76.8%,73.1%,
93643,"$35,436","$48,617",$501,$588,3360,2724,77.5%,81.7%,
96034,"$35,417","$30,500",$366,"$1,077",373,285,91.7%,89.8%,
91401,"$35,403","$48,994",$669,"$1,177",40372,40503,60.0%,58.3%,
92116,"$35,401","$54,966",$634,"$1,120",33080,32943,66.2%,76.5%,
93662,"$35,383","$43,442",$520,$820,26211,30700,45.5%,61.0%,
93654,"$35,367","$47,882",$522,$874,25906,31575,54.8%,61.1%,
93609,"$35,351","$43,322",$497,$846,5434,5843,51.4%,47.8%,
95955,"$35,313","$47,031",$494,$824,1137,1384,77.2%,95.9%,
95451,"$35,298","$45,392",$631,"$1,089",9885,12035,85.7%,79.6%,
95816,"$35,282","$53,002",$541,$897,16157,16845,78.3%,79.0%,
93625,"$35,253","$42,250",$424,$806,5616,7068,50.1%,61.7%,
95825,"$35,228","$37,382",$641,$870,30708,31083,67.5%,58.3%,
93638,"$35,221","$36,890",$506,$855,49244,49761,52.0%,84.1%,
90040,"$35,205","$44,531",$603,$875,9798,12830,46.1%,71.1%,
90716,"$35,153","$39,055",$718,"$1,187",14850,14358,38.4%,62.7%,
90047,"$35,142","$40,528",$642,"$1,072",47105,46999,8.4%,16.1%,
90247,"$35,101","$42,968",$700,"$1,104",47741,47374,24.1%,24.1%,
92243,"$35,024","$42,206",$527,$748,43705,48615,48.1%,63.5%,
92335,"$35,008","$43,092",$622,"$1,019",82612,99580,48.2%,55.2%,
94710,"$34,951","$60,952",$634,"$1,286",8149,6439,37.4%,61.8%,
95615,"$34,917","$59,028",$589,"$1,292",695,1090,53.8%,63.0%,
93442,"$34,908","$52,579",$697,"$1,261",10891,10998,89.6%,94.5%,
91103,"$34,824","$59,099",$644,"$1,241",27887,27684,34.5%,54.1%,
95459,"$34,792","$43,594",$500,"$1,063",585,596,76.6%,76.5%,
94603,"$34,755","$40,962",$706,"$1,168",31389,32306,17.0%,30.3%,
90303,"$34,751","$40,807",$642,"$1,119",27773,26453,20.3%,27.2%,
95653,"$34,750","$55,000",$423,"$1,023",824,565,36.5%,42.8%,
93513,"$34,688","$47,833",$559,$948,1816,1584,70.8%,69.5%,
95338,"$34,601","$47,692",$514,$961,10218,11075,89.7%,86.7%,
96001,"$34,560","$46,422",$545,$886,31585,34469,89.8%,85.6%,
92315,"$34,537","$41,202",$581,$944,5435,5236,91.2%,87.6%,
96002,"$34,507","$43,657",$575,$931,30333,33202,87.0%,82.3%,
95317,"$34,479","$33,036",$409,$390,795,1033,65.2%,54.3%,
95249,"$34,418","$41,458",$547,$797,3916,3796,92.1%,81.5%,
96113,"$34,405","$47,644",$555,$971,928,2294,73.6%,44.3%,
94609,"$34,398","$56,378",$697,"$1,143",21093,22059,35.4%,50.9%,
93242,"$34,375","$40,109",$554,$720,2880,3230,58.2%,60.6%,
96084,"$34,375","$42,619",$542,"$1,181",442,530,88.0%,76.6%,
92310,"$34,313","$49,928",$565,"$1,232",9460,9191,56.3%,64.4%,
91411,"$34,266","$43,758",$667,"$1,159",23641,24146,55.4%,72.9%,
92223,"$34,254","$64,738",$496,"$1,085",17716,46719,75.6%,69.5%,
96137,"$34,232","$48,950",$543,$743,4152,3606,92.2%,92.2%,
92386,"$34,219","$34,783",$601,$929,1816,1949,87.4%,98.2%,
95943,"$34,181","$51,908",$571,$777,1436,805,70.3%,99.0%,
91732,"$34,141","$41,485",$700,"$1,124",62659,63849,35.4%,47.9%,
93727,"$34,092","$46,394",$516,$825,54681,73671,48.4%,42.6%,
90043,"$34,069","$38,738",$604,"$1,028",44761,43118,8.4%,16.9%,
93291,"$34,034","$50,833",$551,$887,36711,54899,54.5%,78.1%,
95449,"$34,022","$37,321",$590,$950,1359,1583,59.7%,72.1%,
95951,"$34,012","$37,500",$422,$698,1922,2948,39.9%,80.0%,
90220,"$33,997","$45,474",$612,"$1,070",47303,50222,15.7%,34.4%,
94801,"$33,962","$38,856",$644,"$1,006",28437,29269,30.4%,47.7%,
95841,"$33,918","$38,464",$625,$886,20975,19361,77.2%,71.5%,
95490,"$33,915","$37,692",$580,"$1,008",13463,12905,86.6%,88.3%,
95380,"$33,901","$39,743",$559,$875,40541,41069,68.0%,84.2%,
95932,"$33,893","$46,453",$496,$787,7486,7808,69.3%,72.0%,
95215,"$33,884","$40,753",$614,$928,23778,23764,58.4%,63.3%,
96048,"$33,854","$34,191",$444,$757,725,977,91.7%,95.0%,
93604,"$33,802","$50,455",$660,"$1,286",604,874,93.5%,85.2%,
95437,"$33,793","$38,276",$653,"$1,033",14410,14351,84.4%,85.6%,
92276,"$33,776","$43,917",$636,"$1,243",6241,7921,78.5%,67.3%,
95444,"$33,750","$72,607","$1,033","$1,623",375,774,71.5%,51.0%,
92701,"$33,728","$39,060",$675,"$1,067",58151,52588,42.0%,59.2%,
96088,"$33,675","$47,440",$568,$957,4215,4099,93.1%,81.1%,
93710,"$33,670","$42,844",$563,$879,29327,33114,63.9%,61.6%,
90250,"$33,656","$45,766",$640,"$1,060",93314,95223,32.2%,47.4%,
95945,"$33,629","$42,778",$651,$968,23979,25223,93.5%,92.3%,
93274,"$33,605","$45,591",$534,$909,56097,71430,57.5%,82.7%,
94608,"$33,556","$55,959",$745,"$1,345",24572,26323,24.7%,43.5%,
95554,"$33,542","$23,750",$550,$855,630,325,87.0%,84.6%,
93218,"$33,523","$24,118",$572,$767,812,1009,43.6%,87.3%,
95354,"$33,511","$36,254",$601,$887,27115,24356,69.1%,73.2%,
95327,"$33,503","$44,902",$514,$877,9549,8679,74.4%,72.2%,
93606,"$33,500","$16,154",$400,$720,788,604,11.7%,78.0%,
95348,"$33,473","$40,903",$565,$874,23093,31387,56.9%,58.3%,
90032,"$33,445","$45,208",$609,"$1,090",46942,47309,35.6%,52.4%,
95570,"$33,300","$50,500",$669,$927,2352,2083,88.0%,82.7%,
95415,"$33,214","$34,643",$618,$822,1370,1591,64.7%,80.3%,
95207,"$33,194","$38,563",$606,$871,49958,48748,52.3%,48.8%,
95334,"$33,187","$50,740",$536,$920,12666,16330,40.3%,45.4%,
95991,"$33,182","$43,165",$490,$882,34957,41212,67.6%,71.0%,
94601,"$33,152","$39,601",$630,"$1,006",54857,49990,25.7%,38.8%,
95453,"$33,065","$45,299",$599,$869,11176,10345,86.1%,80.2%,
93308,"$33,035","$41,737",$501,$884,44914,54132,87.1%,85.7%,
92582,"$33,031","$58,262",$621,"$1,343",4444,16200,77.6%,64.2%,
95525,"$32,961","$48,142",$574,$952,1569,1668,86.2%,86.1%,
96067,"$32,933","$46,318",$531,$931,7295,6994,92.8%,92.4%,
93928,"$32,917","$77,250",$800,$965,250,362,72.4%,86.5%,
95903,"$32,917","$33,173",$656,"$1,478",5638,1772,71.8%,69.4%,
96118,"$32,917","$44,250",$465,$950,1802,1590,93.1%,95.3%,
92262,"$32,844","$46,519",$605,$944,24906,26693,74.0%,75.4%,
95660,"$32,826","$41,615",$638,"$1,021",32190,33014,66.0%,65.1%,
92220,"$32,825","$39,917",$563,$975,25848,32793,63.0%,72.3%,
95954,"$32,813","$40,545",$671,$983,11160,12535,94.3%,92.8%,
93202,"$32,773","$38,733",$546,$935,2862,3486,53.5%,56.4%,
90302,"$32,698","$41,187",$698,"$1,092",30770,30219,18.1%,28.0%,
96122,"$32,692","$34,945",$515,$756,4229,4382,88.4%,87.1%,
91733,"$32,644","$40,930",$668,"$1,093",45640,43790,36.2%,63.8%,
95333,"$32,594","$42,366",$456,$671,3255,3064,51.4%,70.2%,
93458,"$32,589","$43,803",$646,"$1,117",43676,56514,45.1%,70.2%,
95988,"$32,586","$48,443",$437,$727,8807,8913,73.8%,83.5%,
95340,"$32,573","$49,688",$477,$804,59285,34745,54.0%,66.9%,
90805,"$32,565","$45,197",$636,"$1,059",91663,94561,29.7%,33.0%,
91402,"$32,496","$39,009",$613,"$1,064",66241,70781,35.8%,47.2%,
92570,"$32,479","$42,698",$597,"$1,036",36802,56766,49.5%,48.1%,
93618,"$32,467","$38,269",$493,$783,24205,29628,54.3%,77.9%,
91203,"$32,350","$44,724",$776,"$1,274",14479,13740,58.0%,72.0%,
91204,"$32,339","$39,753",$677,"$1,166",16997,16292,44.3%,66.6%,
93616,"$32,292","$31,250",$469,$539,1957,2126,45.8%,32.5%,
93624,"$32,284","$33,600",$263,$539,1847,1359,28.8%,55.6%,
94606,"$32,273","$37,288",$665,$996,41872,37001,18.7%,24.7%,
91605,"$32,168","$43,707",$603,"$1,090",57129,56060,45.4%,55.2%,
96107,"$32,165","$52,279",$610,$819,1318,1077,82.6%,94.3%,
96104,"$32,159","$29,048",$424,$627,849,548,90.3%,95.8%,
96080,"$32,095","$39,288",$496,$788,26426,27650,88.6%,87.5%,
90010,"$32,083","$47,308",$590,"$1,637",1943,3792,40.1%,19.7%,
95548,"$31,953","$26,058",$436,$780,1205,1459,63.2%,54.4%,
93268,"$31,938","$46,615",$477,$890,14926,16890,83.1%,88.7%,
96052,"$31,935","$32,634",$560,$873,1837,1652,90.3%,88.6%,
92501,"$31,875","$48,610",$562,$978,18982,22216,56.9%,63.3%,
96063,"$31,875","$52,500",$535,$828,109,222,96.3%,97.8%,
96032,"$31,849","$47,625",$495,$700,2329,2339,89.1%,79.7%,
95969,"$31,826","$41,982",$576,$902,28304,27443,93.5%,93.2%,
90027,"$31,820","$50,316",$647,"$1,219",48715,46025,61.9%,66.5%,
95966,"$31,814","$40,775",$500,$905,28368,30916,81.0%,78.0%,
91606,"$31,806","$42,195",$641,"$1,125",45348,45467,53.2%,58.2%,
95957,"$31,797","$58,438",$436,$758,756,773,86.9%,90.7%,
96028,"$31,797","$40,781",$369,$604,1901,1633,86.8%,87.9%,
92256,"$31,761","$32,045",$566,$854,3485,3631,91.0%,84.2%,
92227,"$31,694","$42,711",$483,$769,23387,26818,53.9%,82.9%,
91601,"$31,671","$47,202",$666,"$1,256",36616,38781,52.5%,66.9%,
95820,"$31,670","$40,730",$608,"$1,026",37021,34529,47.7%,54.3%,
92115,"$31,666","$42,828",$675,"$1,141",56883,61718,56.7%,61.8%,
96024,"$31,635","$44,583",$492,$935,940,1163,90.4%,85.0%,
95569,"$31,607","$31,932",$348,$691,386,277,83.2%,74.4%,
95717,"$31,607","$39,167",$488,"$1,167",405,199,96.1%,87.4%,
95963,"$31,575","$39,485",$481,$710,13700,15018,75.6%,87.7%,
94108,"$31,542","$36,875",$657,"$1,047",13716,13930,36.8%,32.5%,
90019,"$31,501","$43,244",$642,"$1,135",67510,67606,22.9%,37.2%,
90806,"$31,488","$43,785",$593,"$1,037",49641,43140,27.2%,42.1%,
95328,"$31,471","$41,103",$639,$950,2114,4717,58.2%,67.5%,
93610,"$31,437","$39,051",$518,$935,19383,24151,58.8%,72.5%,
92398,"$31,429","$63,750",$426,"$1,054",1191,1165,79.6%,91.1%,
95720,"$31,429","$56,667",$725,$788,167,60,82.6%,100.0%,
92301,"$31,403","$34,537",$476,"$1,048",18973,32667,51.3%,57.1%,
95540,"$31,373","$42,655",$524,$816,12232,13012,88.5%,81.7%,
92365,"$31,338","$55,169",$458,$444,2895,1953,83.7%,83.0%,
96057,"$31,331","$38,500",$501,$831,1582,1332,90.7%,92.3%,
92059,"$31,316","$66,417",$419,$720,1820,1450,40.1%,30.8%,
90221,"$31,310","$42,753",$604,"$1,104",51382,53657,20.4%,41.5%,
90301,"$31,306","$37,813",$667,"$1,063",37507,36714,23.9%,35.0%,
95838,"$31,290","$39,481",$632,$976,34879,35935,41.8%,40.3%,
95551,"$31,284","$45,729",$511,"$1,007",1437,1826,80.8%,85.1%,
93244,"$31,250","$36,406",$558,$567,274,340,86.1%,99.4%,
93252,"$31,250","$31,771",$488,$692,4342,3665,76.3%,80.5%,
96017,"$31,250","$38,438",$558,$778,222,234,86.9%,90.6%,
96027,"$31,250","$43,430",$445,$805,2147,2462,88.7%,90.5%,
93534,"$31,217","$35,600",$610,$929,35104,39120,64.5%,60.8%,
93518,"$31,196","$28,005",$490,"$1,279",1009,986,87.3%,85.5%,
96094,"$31,171","$41,772",$474,$853,5883,6370,82.5%,86.0%,
95968,"$31,168","$33,100",$456,$953,1241,1438,75.8%,62.5%,
92404,"$31,162","$38,767",$550,$936,53634,60501,53.8%,51.4%,
92104,"$31,139","$48,733",$621,"$1,066",47688,44590,56.5%,73.3%,
94103,"$31,131","$41,612",$627,$946,23016,24108,44.9%,45.3%,
92225,"$31,092","$43,638",$488,$688,24641,23509,44.8%,57.8%,
93954,"$31,083","$43,750",$513,"$1,094",507,246,43.0%,73.6%,
96038,"$31,083","$38,889",$425,$892,600,599,90.8%,89.0%,
92545,"$31,065","$40,119",$632,"$1,157",25687,41078,86.0%,74.2%,
95385,"$31,063","$37,631",$139,$517,262,515,58.0%,89.7%,
96093,"$31,056","$44,554",$511,"$1,050",3746,4006,91.4%,84.6%,
95369,"$31,042","$48,510",$429,$803,1153,977,74.9%,70.2%,
92233,"$31,031","$32,328",$459,$746,7855,10460,35.5%,58.2%,
93257,"$30,995","$39,551",$500,$769,65552,75390,54.8%,79.9%,
92273,"$30,962","$26,852",$509,$688,1617,1228,55.0%,89.0%,
91731,"$30,942","$36,955",$651,"$1,005",30206,29209,39.1%,50.7%,
96013,"$30,882","$38,089",$469,$596,4536,3881,88.6%,94.3%,
93434,"$30,864","$45,191",$603,"$1,029",5724,7178,45.6%,71.0%,
95388,"$30,833","$42,677",$476,$831,11455,14410,50.9%,56.2%,
92249,"$30,739","$53,054",$533,$874,3528,7147,35.2%,65.4%,
93656,"$30,727","$45,485",$480,$844,5725,7194,52.2%,40.1%,
96055,"$30,690","$40,747",$471,$805,3740,4097,88.9%,88.5%,
93705,"$30,661","$32,635",$529,$868,35443,38130,51.9%,53.8%,
93612,"$30,646","$37,207",$555,$877,33838,34814,70.5%,67.0%,
93249,"$30,625","$33,011",$438,$619,2501,2698,21.2%,93.3%,
95351,"$30,576","$34,732",$570,$906,47531,48437,48.0%,65.3%,
95345,"$30,536","$41,042",$533,$661,431,448,82.1%,88.0%,
95928,"$30,536","$45,906",$627,$943,32831,36081,81.4%,84.5%,
90270,"$30,480","$36,450",$602,"$1,001",28083,27663,43.0%,80.3%,
90008,"$30,472","$36,180",$623,"$1,032",30840,33012,6.1%,12.2%,
95686,"$30,469","$31,438",$417,$603,1467,965,46.9%,80.8%,
92070,"$30,449","$43,333",$390,$908,1141,1193,66.4%,61.4%,
93553,"$30,417","$48,063",$606,$789,1600,1975,87.8%,78.7%,
96091,"$30,417","$31,917",$411,$805,729,578,90.0%,97.1%,
90255,"$30,375","$35,985",$590,$939,78104,76206,42.1%,69.7%,
92507,"$30,374","$41,051",$633,"$1,105",48645,55156,43.9%,60.3%,
95948,"$30,354","$44,423",$438,$807,9747,10349,69.9%,75.9%,
92539,"$30,338","$38,853",$637,$791,3744,3890,84.9%,83.6%,
95567,"$30,303","$36,563",$663,$760,2003,1854,70.8%,78.8%,
90744,"$30,259","$41,578",$579,"$1,020",53308,58061,36.2%,72.4%,
92405,"$30,217","$37,591",$542,$926,24637,29526,48.5%,58.5%,
90063,"$30,174","$39,206",$585,"$1,014",55666,54353,36.8%,44.6%,
95947,"$30,146","$34,500",$465,$861,2060,1663,86.9%,95.3%,
96128,"$30,139","$70,781",$625,"$1,045",388,758,92.0%,88.7%,
93647,"$30,039","$32,898",$484,$622,9775,11926,35.1%,67.9%,
95953,"$30,030","$46,392",$406,$823,8686,10631,57.2%,67.4%,
90201,"$30,029","$37,013",$662,"$1,089",105275,102515,47.1%,69.9%,
95454,"$30,025","$36,196",$475,$686,2702,2135,82.5%,73.0%,
93405,"$30,016","$41,488",$739,"$1,385",31972,34833,80.1%,76.2%,
96064,"$30,016","$42,627",$481,$793,4582,4762,90.6%,90.9%,
91950,"$29,942","$39,533",$571,$986,62335,61262,38.4%,58.9%,
92284,"$29,924","$42,517",$507,$961,20477,25045,87.9%,80.5%,
95916,"$29,883","$38,636",$496,$714,1276,1291,83.6%,87.4%,
90804,"$29,872","$44,629",$655,"$1,117",43466,40679,38.6%,59.7%,
92277,"$29,781","$37,316",$471,$921,17169,24112,72.8%,73.3%,
93630,"$29,750","$42,303",$476,$812,14047,18990,46.5%,73.6%,
95531,"$29,718","$41,136",$516,$855,23785,24202,80.2%,77.3%,
91405,"$29,657","$38,162",$625,"$1,073",51344,53406,48.9%,42.9%,
96007,"$29,564","$38,907",$517,$797,21400,22942,88.6%,90.8%,
91963,"$29,531","$39,622",$613,$757,899,1043,70.1%,94.0%,
90222,"$29,520","$40,056",$601,"$1,049",29823,32362,18.6%,39.6%,
92278,"$29,509","$59,728",$487,"$1,215",14098,4156,70.2%,79.5%,
93263,"$29,466","$40,833",$446,$747,15172,20204,45.8%,84.7%,
95901,"$29,395","$42,319",$479,$862,38072,32742,67.0%,69.1%,
96097,"$29,392","$28,953",$463,$787,9528,9790,87.5%,80.5%,
95562,"$29,375","$40,181",$491,$734,3267,3435,85.7%,92.1%,
93280,"$29,351","$39,206",$405,$680,22752,27390,35.7%,79.2%,
95457,"$29,250","$42,829",$632,"$1,039",2633,3331,86.5%,81.6%,
96033,"$29,250","$29,306",$642,$829,361,526,93.6%,95.1%,
93725,"$29,244","$35,635",$532,$848,20998,26879,35.4%,32.9%,
91502,"$29,185","$40,208",$676,"$1,255",11500,12605,59.7%,73.8%,
94621,"$29,181","$30,528",$625,"$1,074",30744,32269,16.0%,27.7%,
96059,"$29,167","$36,447",$538,"$1,190",586,711,90.8%,90.2%,
92586,"$29,152","$36,394",$665,"$1,063",18142,19384,89.6%,81.7%,
93204,"$29,152","$29,302",$488,$707,14696,14553,35.9%,56.6%,
93266,"$29,129","$24,122",$445,$647,1721,1465,38.8%,81.3%,
93501,"$29,121","$32,897",$428,$650,4873,5258,70.8%,63.0%,
90016,"$29,079","$38,050",$628,"$1,086",46968,47786,18.4%,28.5%,
95231,"$29,066","$36,167",$428,$987,5087,4961,46.2%,66.9%,
92583,"$29,051","$39,528",$503,$866,21334,31167,67.6%,59.5%,
90304,"$29,036","$36,778",$599,$993,28679,26936,32.1%,40.8%,
96047,"$29,034","$25,662",$480,$889,907,775,86.6%,86.8%,
93622,"$29,007","$32,125",$433,$687,9474,9747,43.9%,80.8%,
93726,"$28,992","$32,471",$492,$814,39135,42618,53.4%,50.5%,
93270,"$28,934","$27,807",$447,$666,5864,5519,43.3%,75.2%,
93450,"$28,929","$42,083",$406,$736,662,814,57.6%,73.7%,
92231,"$28,851","$34,733",$515,$817,27798,39675,46.8%,66.4%,
93267,"$28,837","$33,162",$461,$669,5678,6962,48.6%,89.3%,
95926,"$28,831","$37,296",$555,$887,35803,38276,85.1%,82.8%,
93212,"$28,769","$34,565",$472,$753,23495,25204,32.6%,66.9%,
95468,"$28,750","$44,412",$554,"$1,015",1346,1192,73.1%,71.4%,
95950,"$28,750","$42,273",$505,$676,516,724,67.4%,76.5%,
96056,"$28,750","$44,348",$477,$814,1546,1407,87.0%,96.9%,
90026,"$28,651","$46,435",$582,"$1,094",73671,67986,36.2%,65.4%,
96021,"$28,634","$39,756",$440,$845,13828,16121,77.0%,83.7%,
93304,"$28,613","$35,150",$528,$841,44577,51607,49.2%,62.1%,
92236,"$28,606","$40,897",$470,$890,23159,43037,38.9%,35.7%,
95832,"$28,598","$42,228",$628,"$1,120",9059,11908,21.1%,32.9%,
95203,"$28,453","$37,264",$520,$880,16344,15711,46.0%,57.3%,
96035,"$28,382","$44,028",$487,$952,3351,3604,73.5%,87.1%,
96109,"$28,359","$29,659",$493,$833,1164,731,88.7%,92.2%,
93545,"$28,274","$31,912",$397,$734,1890,2099,77.5%,86.5%,
93666,"$28,250","$24,276",$350,$495,287,683,42.2%,75.8%,
95428,"$28,092","$32,782",$462,$935,2285,2491,48.6%,58.6%,
95560,"$28,074","$29,913",$591,$781,1831,1374,89.3%,86.0%,
95494,"$28,056","$46,319",$444,"$1,174",317,188,74.8%,52.1%,
95542,"$28,049","$35,634",$600,$968,2403,2718,93.4%,89.7%,
93238,"$27,955","$58,012",$546,$861,1871,1575,90.8%,97.4%,
93620,"$27,945","$34,869",$525,$704,9386,10028,64.0%,84.1%,
92173,"$27,943","$35,745",$588,$950,28481,31518,44.6%,84.9%,
96101,"$27,942","$41,016",$440,$771,5092,5260,88.0%,90.1%,
92356,"$27,917","$33,582",$576,$629,5251,6293,84.2%,87.2%,
93215,"$27,912","$36,321",$461,$767,37277,56028,27.4%,68.8%,
93272,"$27,868","$34,505",$509,$836,2931,3438,41.1%,93.8%,
95558,"$27,857","$36,000",$388,$675,291,360,95.9%,88.1%,
92347,"$27,852","$69,702",$463,"$1,008",1915,1554,76.1%,61.1%,
95255,"$27,845","$36,678",$659,$692,2190,1991,87.1%,88.1%,
93276,"$27,750","$45,313",$407,$825,229,176,93.0%,100.0%,
93247,"$27,712","$34,505",$480,$743,15507,18932,48.4%,81.4%,
91205,"$27,701","$37,414",$690,"$1,215",41381,38138,57.7%,75.8%,
96065,"$27,692","$36,875",$308,"$1,024",417,387,79.4%,76.2%,
93223,"$27,613","$32,273",$470,$716,8631,10759,43.4%,84.4%,
93608,"$27,604","$31,111",$418,$853,1746,725,39.5%,77.2%,
95485,"$27,604","$29,708",$478,"$1,158",2334,2508,85.4%,84.7%,
90004,"$27,591","$38,493",$600,"$1,070",67850,63547,33.8%,34.5%,
90022,"$27,471","$39,051",$595,$977,68688,69516,41.4%,68.9%,
95824,"$27,429","$28,447",$574,$874,30568,29781,34.8%,39.4%,
92309,"$27,422","$36,838",$513,$716,885,916,66.4%,62.5%,
95961,"$27,420","$46,441",$489,$890,6435,26979,67.8%,67.1%,
96134,"$27,383","$37,235",$385,$628,2586,2506,74.4%,94.5%,
95423,"$27,382","$27,379",$520,$871,3677,3040,88.3%,89.5%,
92240,"$27,335","$35,315",$511,$928,22779,35878,69.6%,60.7%,
95527,"$27,333","$34,911",$553,$792,467,553,89.7%,98.6%,
93286,"$27,221","$41,579",$384,$723,8852,9942,55.1%,81.7%,
93206,"$26,912","$41,488",$486,$596,2076,2196,39.0%,85.4%,
90062,"$26,901","$32,067",$598,"$1,013",29279,32675,14.5%,16.0%,
90023,"$26,884","$37,082",$606,$960,47468,45886,39.1%,51.6%,
92590,"$26,778","$49,423",$549,$868,3061,3841,69.0%,87.7%,
95573,"$26,763","$35,607",$508,$823,1660,1433,82.2%,79.3%,
95605,"$26,705","$38,255",$495,$830,12747,14326,58.5%,63.4%,
93615,"$26,694","$25,327",$487,$710,5502,5923,38.8%,82.6%,
95914,"$26,667","$25,200",$475,$956,610,555,84.4%,97.1%,
96044,"$26,635","$37,727",$425,$783,1018,1040,88.8%,93.1%,
92241,"$26,554","$34,896",$540,$657,5512,9156,84.7%,69.9%,
92102,"$26,505","$41,575",$591,"$1,069",47123,44893,37.8%,69.9%,
91759,"$26,500","$46,250",$925,"$1,625",35,369,97.1%,98.4%,
93307,"$26,462","$34,358",$492,$873,59179,84184,39.5%,63.3%,
90061,"$26,449","$34,566",$575,"$1,114",24503,28641,14.5%,35.0%,
95556,"$26,439","$48,839",$259,$425,569,655,63.1%,54.4%,
95817,"$26,331","$34,845",$540,$905,14963,14472,44.4%,53.4%,
95979,"$26,250","$47,500",$480,$795,826,685,86.1%,87.5%,
93235,"$26,215","$32,783",$477,$695,4507,4044,47.6%,78.9%,
93703,"$26,116","$28,406",$491,$825,31168,34122,44.7%,42.3%,
95205,"$26,109","$33,357",$530,$873,34120,36928,37.8%,51.3%,
95919,"$26,105","$45,871",$549,$599,1230,1529,91.9%,79.3%,
95501,"$26,088","$38,175",$495,$839,23212,23769,83.3%,78.7%,
93239,"$26,042","$61,319",$472,$712,1793,1950,31.5%,64.0%,
95815,"$25,970","$29,721",$540,$903,25350,25772,53.6%,51.9%,
96019,"$25,876","$40,455",$565,$972,6271,10129,86.8%,87.6%,
90802,"$25,860","$44,984",$555,"$1,048",38419,38816,46.9%,55.8%,
92252,"$25,700","$39,409",$474,$839,8137,9228,88.2%,81.4%,
93728,"$25,670","$32,658",$515,$790,16339,14711,50.3%,67.1%,
92105,"$25,593","$36,893",$570,$974,72994,71334,33.2%,53.7%,
93301,"$25,587","$30,963",$470,$733,12960,11685,62.3%,63.3%,
93234,"$25,521","$29,304",$364,$666,6902,6896,20.6%,50.2%,
92327,"$25,417","$35,603",$414,$447,658,1202,77.5%,35.8%,
95555,"$25,417","$33,125",$508,$660,487,329,81.9%,86.6%,
95526,"$25,385","$21,979",$441,$879,685,237,85.8%,97.9%,
92363,"$25,375","$32,710",$455,$599,5471,5355,75.5%,72.4%,
95458,"$25,345","$20,980",$609,$846,2990,3334,88.2%,74.3%,
90031,"$25,300","$34,656",$570,$996,38409,39333,28.9%,37.5%,
95311,"$25,160","$42,614",$488,$815,2256,2073,91.5%,98.0%,
93241,"$25,147","$31,886",$442,$727,15350,18474,44.6%,79.2%,
93250,"$25,137","$34,961",$460,$800,10780,13925,30.1%,82.7%,
93648,"$25,085","$32,175",$440,$734,12581,16102,35.2%,60.1%,
95464,"$25,000","$26,667",$544,$693,2219,2208,83.4%,82.4%,
95939,"$24,861","$29,063",$204,$707,586,512,65.5%,58.8%,
93673,"$24,844","$38,359",$438,$823,631,910,53.6%,76.0%,
92281,"$24,813","$32,054",$419,$634,2374,1960,55.6%,86.1%,
92274,"$24,760","$27,890",$337,$791,17009,18937,40.4%,40.8%,
95365,"$24,663","$32,319",$422,$645,4145,4796,24.3%,58.7%,
95552,"$24,583","$34,583",$425,$717,257,587,89.9%,83.1%,
93203,"$24,577","$35,429",$397,$796,16202,21784,48.3%,82.9%,
95965,"$24,523","$35,220",$474,$772,17778,20599,78.4%,71.8%,
92368,"$24,519","$33,125",$436,$778,895,1064,71.1%,73.5%,
95922,"$24,500","$24,722",$450,$850,613,595,90.7%,88.4%,
96023,"$24,405","$30,710",$456,$744,1151,1339,85.9%,86.3%,
95521,"$24,346","$32,711",$551,$903,19585,20769,85.2%,83.2%,
93201,"$24,318","$27,938",$435,$616,1048,1173,47.9%,87.7%,
93285,"$24,227","$31,144",$435,$582,2510,2218,93.2%,99.6%,
90020,"$24,208","$37,121",$624,"$1,119",42383,39102,25.6%,25.0%,
90001,"$24,207","$34,050",$568,$975,54481,56314,24.6%,49.9%,
